event-href,Full_description
https://www.climate.columbia.edu/events/lamont-doherty-earth-observatory-ldeo-open-house-0,"We will be back on campus for the next Open House on October 14, 2023. Program details will be posted as it comes available. Please visit the Open House Website for the latest information.
Whether you’re an aspiring young scientist or a long-time science enthusiast, you’re sure to enjoy Lamont-Doherty’s Open House. Join us for lab tours, participate in hands-on earth science activities with our scientists, and learn from world-renowned researchers about their latest discoveries.
Open House is free and open to the public, with a $5 suggested donation.
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Climate School Events
      
                                                                                          
            events@climate.columbia.edu"
https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-5,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Dr. Einat Lev
      
                                                                                          
            colloquiumcommittee@ldeo.columbia.edu"
https://www.climate.columbia.edu/events/scaling-commercializing-innovation-climate-action,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda. 
The webinars, held from June to October, will cover topics such as sustainability curriculum design, scaling and commercializing sustainable ventures, climate communications and much more. Designed to be inclusive in its content delivery and relevancy, this series is open to all with a passion for driving systemic change for sustainable development. Additionally, this series will tie into COP28, where a white paper on sustainability education will be presented in Dubai to emphasize the criticality of transformative educational approaches that empower young entrepreneurs as global citizens for sustainability.
Webinar Series Details:
Purpose: Foster youth leadership, innovation, and entrepreneurial capabilities through transformative approaches to sustainability education and training.
Target Audience(s): Youth (18-30), educators, trainers, practitioners, entrepreneurs, and researchers.
Timeline: Spanning from June to October 2023, this webinar series consists of six virtual webinars led by experts in the field on topics including sustainability curriculum development, youth innovation and leadership skills development, and ethics in action, among other themes relating to Education for Sustainable Development (ESD), the Sustainable Development Goals (SDGs), and youth leadership.
Accessibility: Webinars will be delivered with live translation in English, French, and Spanish. Webinars will also incorporate a range of innovative approaches to knowledge dissemination, mobilization, and translation.
Registration forthcoming. 
 
 
 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Radhika Iyengar
      
                                                                                          
            ri2123@columbia.edu"
https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-4,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Dr. Einat Lev
      
                                                                                          
            colloquiumcommittee@ldeo.columbia.edu"
https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-3,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Dr. Einat Lev
      
                                                                                          
            colloquiumcommittee@ldeo.columbia.edu"
https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-2,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Dr. Einat Lev
      
                                                                                          
            colloquiumcommittee@ldeo.columbia.edu"
https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-32,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
https://www.climate.columbia.edu/events/innov-eat-expedition,"Join us through the far-reaches of food systems innovation.
In this event, we will embark on a trailblazing adventure, exploring ground breaking innovations and strategies to transform global food systems. Prepare to challenge the status quo and address the root causes of food system issues.
Innovation comes with its share of failures. We’ll celebrate the lessons learned from these missteps and embrace them as stepping stones on our path to success. Through engaging keynote presentations and panel discussions, we’ll openly share and learn from the failures that have paved the way for innovation.
The event will bring together experts from diverse backgrounds, uniting stakeholders across the food system, including youth. We aim to cultivate a community that champions systemic innovation and technology. By fostering collaboration, we strive to inspire action towards a resilient, inclusive, and sustainable food future.
Event objective
To showcase the latest technological innovations that can be used to transform food systems, and to demonstrate how these technologies can be leveraged to promote more sustainable practices.
To celebrate and learn from failures as valuable stepping stones towards success, and that have paved the way for innovations.
To facilitate dialogue and collaboration among diverse stakeholders across the food system and to cultivate a community that champions systemic innovation and technology
To share best practices, research findings, and case studies that highlight successful examples of systemic and technological innovation in food systems, and to showcase the positive impact that these innovations can have on the environment, society, and the economy.
To inspire and empower youth, individuals and organizations to embrace innovation and sustainable food systems
Tentative Agenda
9:00 AM - 9:30 AM - Registration
9:30AM - 9:44AM - Welcome and Introductions: Embracing failure to pave way for innovations, Dhanush Dinesh, Chief Climate Catalyst, Clim-Eat
9:44 AM - 9:52 AM - Setting the scene: The need for innovations in food systems, Jessica Fanzo, Professor of Climate, Director of the Food for Humanity Initiative, Columbia Climate School
9:52 AM - 10:00 AM - Opening Keynote: Innovating for the future of agriculture: No one-size-fits-all
10:00 AM - 10:45 AM - ‘The Innovation Showdown’ – An interactive gameshow: A showcase of innovative products and technologies that are transforming the food industry, Game master: Andy Jarvis, Director of Future of Food, Bezos Earth Fund
10:45 AM - 11:00 AM - Launch of the Food Systems Tech digital platform, Phil Thornton, Research and Innovation Strategist, Clim-Eat
11:00 AM - 11:30 AM - Coffee Break
11:30 AM - 11:40 AM - A quest for meta-innovations: Breaking the scaling barrier for food systems transformation, Paul Winters, Executive Director, Innovation Commission for Climate Change, Food Security and Agriculture
11:40 AM - 12:30 PM - Panel discussion: Insights into the role of different funders and stakeholders in scaling up innovations
12:30 PM - 2:00 PM - Savor flavors of food innovations: A showcase of innovative and sustainable food products
2:00 PM - 2:30 PM - Panel Discussion: Exploring future food trends and shifting diets
2:30 PM - 2:40 PM - Advancing innovations for food systems on the road to UAE
2:40 PM - 3:00 PM - Closing, Gunhild Stordalen, Founder & Executive Chair, EAT Foundation
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Climate School Events
      
                                                                                          
            events@climate.columbia.edu"
https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-1,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Dr. Einat Lev
      
                                                                                          
            colloquiumcommittee@ldeo.columbia.edu"
https://www.climate.columbia.edu/events/mindfulness-citizenship-engagement,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda. 
The webinars, held from June to October, will cover topics such as sustainability curriculum design, scaling and commercializing sustainable ventures, climate communications and much more. Designed to be inclusive in its content delivery and relevancy, this series is open to all with a passion for driving systemic change for sustainable development. Additionally, this series will tie into COP28, where a white paper on sustainability education will be presented in Dubai to emphasize the criticality of transformative educational approaches that empower young entrepreneurs as global citizens for sustainability.
Webinar Series Details:
Purpose: Foster youth leadership, innovation, and entrepreneurial capabilities through transformative approaches to sustainability education and training.
Target Audience(s): Youth (18-30), educators, trainers, practitioners, entrepreneurs, and researchers.
Timeline: Spanning from June to October 2023, this webinar series consists of six virtual webinars led by experts in the field on topics including sustainability curriculum development, youth innovation and leadership skills development, and ethics in action, among other themes relating to Education for Sustainable Development (ESD), the Sustainable Development Goals (SDGs), and youth leadership.
Accessibility: Webinars will be delivered with live translation in English, French, and Spanish. Webinars will also incorporate a range of innovative approaches to knowledge dissemination, mobilization, and translation.
Registration forthcoming. 
 
 
 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Radhika Iyengar
      
                                                                                          
            ri2123@columbia.edu"
https://www.climate.columbia.edu/events/ws-jardetzky-lecture,"The Jardetzky lecture in geophysics honors the late Wenceslas S. Jardetzky, a renowned researcher and educator whose flourishing scientific career in Europe was halted by World War II and revived after he emigrated to the United States. From 1949 until his death in 1962, he was a research associate at Lamont-Doherty, where he collaborated with Frank Press, former president of the National Academy of Sciences, and Maurice Ewing, Lamont-Doherty's founder, on a well-known and widely used scientific book, Elastic Waves in Layered Media.
Dr. Jardetzky's broad scope of scientific interests also included celestial mechanics, fluid dynamics, theoretical physics, seismology, and the migration of the poles. A principal contribution to science was his mathematical theory on zonal rotation, which provided a mechanism for the migration of continents.
The Jardetzky lecture was established in 1992 by Dr. Jardetzky's son Oleg, who was the founder of the Magnetic Resonance Laboratory and professor of molecular pharmacology at Stanford University. In endowing the lectureship, Dr. Jardetzky said he hoped it would ""help enrich the outstanding tradition of the Lamont-Doherty Earth Observatory, which provided a much cherished intellectual home to my father after he emigrated to this country.""
 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Dr. Einat Lev
      
                                                                                          
            colloquiumcommittee@ldeo.columbia.edu"
https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-31,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
https://www.climate.columbia.edu/events/strategies-climate-communication-early-career-professional,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda. 
The webinars, held from June to October, will cover topics such as sustainability curriculum design, scaling and commercializing sustainable ventures, climate communications and much more. Designed to be inclusive in its content delivery and relevancy, this series is open to all with a passion for driving systemic change for sustainable development. Additionally, this series will tie into COP28, where a white paper on sustainability education will be presented in Dubai to emphasize the criticality of transformative educational approaches that empower young entrepreneurs as global citizens for sustainability.
Webinar Series Details:
Purpose: Foster youth leadership, innovation, and entrepreneurial capabilities through transformative approaches to sustainability education and training.
Target Audience(s): Youth (18-30), educators, trainers, practitioners, entrepreneurs, and researchers.
Timeline: Spanning from June to October 2023, this webinar series consists of six virtual webinars led by experts in the field on topics including sustainability curriculum development, youth innovation and leadership skills development, and ethics in action, among other themes relating to Education for Sustainable Development (ESD), the Sustainable Development Goals (SDGs), and youth leadership.
Accessibility: Webinars will be delivered with live translation in English, French, and Spanish. Webinars will also incorporate a range of innovative approaches to knowledge dissemination, mobilization, and translation.
Click here to register;  Meeting Registration - Zoom
 
 
 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Radhika Iyengar
      
                                                                                          
            ri2123@columbia.edu"
https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-30,"Events

          
            
                      Current and Upcoming
                  
        
        Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.

        

        
            
                
                    
                      Share
                    
                    
                      Add to Calendar:
                        
                                                        Calendar / Outlook
                                                        Google
                            Yahoo
                        
                    
                

                
                
                  
                    
                      
                      
                        July 20, 2023
                        2:00 PM - 3:00 PM
                                                America/New_York
                                                                                              
                    

                                        
                      
                      
                        
                          
                 Online 
      
                        

                                              
                    
                                      
                

                
                  
                                                                                  
                        
            The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-30,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
https://www.climate.columbia.edu/events/beyond-green-jobs,"Green Skills beyond Green Jobs: Key Life-skills for Peace and Global Citizenship
In discussions on Just Transition, green jobs become the priority. However this roundtable discussion will take the dialogue beyond jobs into life-skills. Green jobs and greening of the transition is just piece of the puzzle, but the larger share is our collective commitment towards the planet. To foster this commitment, global citizenship education provides the pathways to take care of our planet and all living beings. Therefore this round table discussion will include green jobs needed for livelihoods, but it also include all the elements of SDG target 4.7 which talks about the role of education in a peaceful and prosperous planet.
Please click here to register for this event;  https://columbiauniversity.zoom.us/meeting/register/tJUudeGsrjguE9S3Gal8bY_CLOJnyrRctlr4#/registration
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Radhika Iyengar
      
                                                                                          
            ri2123@columbia.edu"
https://www.climate.columbia.edu/events/engaging-youth-curriculum-design-climate-action,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda. 
The webinars, held from June to October, will cover topics such as sustainability curriculum design, scaling and commercializing sustainable ventures, climate communications and much more. Designed to be inclusive in its content delivery and relevancy, this series is open to all with a passion for driving systemic change for sustainable development. Additionally, this series will tie into COP28, where a white paper on sustainability education will be presented in Dubai to emphasize the criticality of transformative educational approaches that empower young entrepreneurs as global citizens for sustainability.
Webinar Series Details:
Purpose: Foster youth leadership, innovation, and entrepreneurial capabilities through transformative approaches to sustainability education and training.
Target Audience(s): Youth (18-30), educators, trainers, practitioners, entrepreneurs, and researchers.
Timeline: Spanning from June to October 2023, this webinar series consists of six virtual webinars led by experts in the field on topics including sustainability curriculum development, youth innovation and leadership skills development, and ethics in action, among other themes relating to Education for Sustainable Development (ESD), the Sustainable Development Goals (SDGs), and youth leadership.
Accessibility: Webinars will be delivered with live translation in English, French, and Spanish. Webinars will also incorporate a range of innovative approaches to knowledge dissemination, mobilization, and translation.
Click here to register;  Meeting Registration - Zoom
 
 
 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Radhika Iyengar
      
                                                                                          
            ri2123@columbia.edu"
