Event Name,Description,Start,End,Location,City,Relevance,Event URL,organizer_link-href,full_description,Source CSV
The Crucible: An Alchemical Exhibition of Local Artists,"The Alchemist’s Crucible can withstand extreme heat, holding strong in the billowing fires as the metals inside become molten. This essential alchemical tool is a metaphor for the vessels in life and in ourselves that contains the fires of transformation and can withstand their intense heat.","July 7, 2023, 5:00 PM","July 7, 2023, 9:00 PM","2820 Seventh Street Berkeley, CA 94710",Berkeley,TRUE,https://www.eventbrite.com/e/the-crucible-an-alchemical-exhibition-of-local-artists-tickets-662027099877,https://www.eventbrite.com/o/the-berkeley-alembic-foundation-44559759063,"E﻿vent is from 5:00-9:00pm with a Curator Talk at 7pmThe Crucible Curator’s StatementThe Alchemist’s Crucible can withstand extreme heat, holding strong in the billowing fires as the metals inside become molten. This essential alchemical tool is  a metaphor for the vessels  in life and in ourselves that contains the fires of transformation and can withstand their intense heat. Much like the phoenix submitting itself to the fire to be reborn, there is a pinnacle of intensity where everything within us is tested. Surrounded by the extreme heat, things snap  into focus. Will the vessel hold? Or will it shatter? The artworks included in this show embody this moment of pressure-testing in a variety of ways. When we examine the times in our own lives when we  submit our emotions, our senses, and our very being to the raging fires of change , the question of  whether or not we can take any more can flip to new resolve, clarity, and strength. Our vessel, our container, and our body bear witness to these moments when the heat is so intense that the  metal of our inner resolve becomes molten and we are able to  transform difficulty into determination, flow, and movement. Each piece in “The Crucible”  speaks to this magical process, whether as the vessel, the fire, or the metal within. C﻿urated by Krisztina LazarKrisztina Lazar is a visionary artist primarily working in oil paint, watercolor and drawing. She is a Mische Technique lineage holder, a mixture of oil and egg tempera painting invented during the Dutch Renaissance and revolutionized by modern master, Ernst Fuchs. This technique creates an opalescent under painting that the colors are then glazed over, rendering each painting out of light rather than shadow, bringing the images to life with fractal clarity. Utilizing this transformative style that she learned from visionary pioneer, Brigid Marlin, her current body of work explores painting a hybrid of Mische and Alla Prima to render hyperealistic sacred art. With these two techniques combined, Krisztina creates images of Pop Shamanism, portals and visions that speak to today’s cultural climate of the occult, magic, fantasy, psychedelics, meditation, pop, nostalgia, and the environment movement. Originally from Cleveland, OH, she completed her BFA at Carnegie Mellon University in 2004 and her MFA graduate degree in 2011 at the San Francisco Art Institute New Genres department.  Her paintings have been exhibited in group and solo shows throughout the United States and Europe, most notably at the H.R. Geiger museum in Gruyere, Switzerland. She teaches her unique styles of painting to many students in group and private settings. Her work has been featured in multiple articles, galleries and book publications.  She currently lives and works in Northern California.V﻿olunteer to help with this event Volunteer Here  ArtistsLarraine SeidenBells HowardGage OlesenChris IsnerJennifer RobertsThailan WhenYabette SwankQuinn KeckKathryn BarronHeather Chou SontagTim ArmstrongMay M. LoWendy Ackrell Cat LavigneNatalia RiverosKayla Van KollMichael David Larson lKrystal KoopLisa NowlainBenjamin A. VierlingLibaMary Lawrence/ Evolve with MaryAuguste Fallon",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
Silicon Valley Investing Summit and Party,"This is the 16th Silicon Valley Funding Summit and VIP Investor/Startup Tech Mixer. This event produced by Launch Silicon Valley, Angel Launch and Startup House.","September 18, 2023, 12:30 PM","September 18, 2023, 7:00 PM","Office, tba San Francisco, CA 94104",San Francisco,TRUE,https://www.eventbrite.com/e/silicon-valley-investing-summit-and-party-registration-554496382607,https://www.eventbrite.com/o/angel-launch-582594815,"This is the 16th  Silicon Valley Funding Summit and VIP Investor/Startup Tech  Mixer.  This event produced by Launch Silicon Valley, Angel Launch and Startup House. Contact us at 310 621-6850  (and on WhatsApp) or info@angellaunch.com.VIEW ENTIRE WEBSITE HERE WITH SPEAKERS, AGENDA, STARTUPS PITCHING OPTIONS AND SPONSORSHIP  V﻿iew past events here:S﻿ilicon Valley Funding Summit Jan 4, Las VegasS﻿iicon Valley Funding Summit, Oct 17, Santa Clara CA_______________________________________________________E﻿VENT AGENDA (VIEW DETAILS ON WEBSITE):1﻿0:00-Noon. Startup Pitch to Investors (AM open to invite only)noon to 1pm Registration1:30-4:30.  Startup Pitch to Investors4:30-7:00pm: N﻿etworking, Dinner, and Demo Showcase_﻿_____________________________________________________________________Market Areas for Startups Who Should Attend or Pitch for Tech Ventures with Web or Mobile Apps, Services, or PlatformsCONSUMER and LIFESTYLEMedia, entertainment, mobile, digital media, video, You Tube, music, audio, games, augmented reality, virtual reality, TV, hardware, Internet of Things, apps, retail, health, wearables, Internet of Things, connected cars, self-driving cars, consumer electronics devices, travel, hospitality, tourism, health and wellness, hardware products._﻿_______________________________________________________________ENTERPRISE, SaaS, DEEP TECH  AI, robotics, Cybersecurity, Internet of Things, Smart Cities, sensors, Mobile, big data, analytics, communications, hardware, Internet of Things, apps, eCommerce, security, infrastructure, chips, cars, services, transportation, workplace, retail, e-commerce, clean tech, energy._﻿_______________________________________________________________BIOTECH/ HEALTH TECHLife science, medical devices, ag tech, food tech, cannabis, healthcare services, management, operations, analytics, health and wellness apps._﻿_______________________________________________________________FINTECH, CRYPTO, BLOCKCHAIN Big data, crypto, NFTs, Def Fi, Banking, blockchain, bitcoin, alt coins, real estate, lenders, cloud services, digital currency, metaverse._________________________________________________________________SOCIAL IMPACT AND N﻿ON TECH VENTURES: NEW--WE NOW ALLOW NON PROFIT, SOCIAL IMPACT AND NON TECH VENTURES TO PITCHNonprofits, social impact, sustainability, climate change, consumer goods, retail, real estate, syndication, furniture,  food and beverage, apparel, entertainment, games, film, TV, and others._﻿______________________________________________________________INVESTORS  JUDGE A PANEL:Investors, we will invite you to judge a session during the day with startups.  Just reply here info@angellaunch.com to request to be a judge.Startups that should attend or pitch:SeedEarly stagePre-IPOScalingInvestors that will attend:Angels VCs CorporateFamily OfficesHedge Funds InstitutionalPrivate EquityAcademic Accelerators/incubatorsAdvanced Growth______________________________________________________________HOW TO ATTEND:ATTEND: You can apply to attend once accepted. This is an invite only  event for investors, innovative early and advanced startups, corporate tech professionals and service providers. Please register to attend in your category such as a startup, corporate executive, tech professional, service provider or accredited investor.  Our hosts will select  attendees for free tickets. Everyone else can  purchase until we reach capacity. Once you are approved, we will send you an email with the address.   SPONSOR:W﻿e have two types, sponsorships for startups to pitch and sponsorships for investors, vendors or services providers.STARTUP SPONSORSHIP: PITCH TO AUDIENCE AND  HOST DEMO TABLE IN DEMO SHOWCASE Register to pitch investors and host a demo table in demo showcase. You register for your number of minutes. All pitching includes a 4  foot demo table.  Many past startups have received funding from our events.   Open for seed, early and advanced growth funding.S﻿ELECT HOW MANY MINUTES YOU WANT TO PITCH. ALL OPTIONS INCLUDE 2 TICKETS AND A FREE TABLE IN DEMO SHOWCASE$1495 M﻿ega: 12 Minutes pitch/4 Minutes q/a$995 P﻿remier: 8 Minutes Pitch/4 minutes q/a$495 D﻿eluce: 6 Minutes Pitch/2 minutes q/a$295 B﻿asic: 4 Minutes Pitch/2 minutes q/a$195 F﻿ast: 3 Minutes Pitch, no q/a$95 D﻿emo: Demo table only, no pitchPresented in front of room with  with full AV sound system and slide decks. We only enable Zoom pitching for remote startups and for investors asking questions for their pitch but not the entire event.  SPONSORSHIP OPTIONS: CORPORATE PARTNERS,INVESTOR, VENDOR AND SERVICE PROVIDER Sponsor this event for only $495 (silver), or $995 (Gold) and $1995 (Title) to meet new customers or prospective clients, raise your brand awareness and increase marketing and promotion.  These categories may not used for startups, only corporate partners.A﻿ll sponsorship options include demo table in Demo Showcase, logo and link on website and email marketing with additional benefits below.SILVER SPONSOR $495: 4 Minutes Talk or pitch; 4 tickets; Judge  on sessionGOLD SPONSOR $995:   8 Minutes talk or pitch; 1 Demo table; Judge session; 8 tickets; and you send us written message we include in 3 advance emails to attendeesPLATIMUM SPONSOR $1495:   12 Minutes Talk or Pitching from Startups; 2 Demo Tables; 12 tickets; T﻿ITLE SPONSOR $4995: Logo on Website; 30 Minutes Talk or Pitching from Startups; 6  Demo Tables;  Discounts on more pitching time; 30 tickets; full attendee list with contact info (with consent); and you send us written message we include in 3 advance emails to attendees. Additional fee to be category exclusive.T﻿ITLE SPONSOR: CONTACT US FOR CUSTOMIZED BENEFITS___________________________________________________________PAST ANGEL LAUNCH EVENTS TESTIMONIAL:Endorsement from Mitchell Kominsky, Futureland Ventures,""I am an investor in early-stage startups that are creating a more sustainable, connected, and resilient future. I recently participated as a judge for a Silicon Valley Investment Forum with Angel Launch, and was very impressed by the quality of startups. In fact, I am in discussions with one of the startups about a possible investment; and am appreciative of Angel Launch making that connection. I highly recommend other investors to judge and attend the programs, and startups to attend or pitch.""+++++++++++++++++++++++++++++++++++++++++++++++++++Endorsement from Michael Gibstine, Managing Director, Hanover International. ”I work in Silicon Valley and attend many venture forums and investment summits.   If you select one event to attend this year, I highly recommend Angel Launch events, either Silicon Valley Funding Summit in Las Vegas or  Silicon Valley Investing Summit on Oct 1 in San Francisco. I have known the founder Zahava Stroud for eight years, and she produces the best regarded, highest quality summits for startups and investors. The events feature high quality innovative attendees from startups, investors and corporate partners; exciting customer experience with lavish food and drinks; and exceptional attendee experience with engaging discussions. The events are impeccably organized with well crafted, thoughtful agendas addressing emerging tech trends; excellent speakers from top tier investment firms, VCs, corporate brands, and angels; and high level networking opportunities with demo tables.  I have had follow up discussions with many high quality startups or advanced growth companies seeking capital. I highly recommend this summit to any person, company or agency that wants to bolster its connections to Silicon Valley; network with investors; meet high growth startups looking to expand their offices; and learn how to emulate Silicon Valley in your region.""_______________________________________________________________PRIVACY REQUIREMENTS AND GDPR/CCPA:Privacy Compliance: GDPR Compliance: If you reside in EU Country, UK or Switzerland,  you agree we can contact you for follow up emails from Angel Launch. CALIFORNIA CCPA Compliant: If you reside in CA, you must consent to receive emails from Angel Launch for this event and we request you agree we can  provide your contact info to sponsors.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
Water Essentials for Gardeners with James M Ryder,"Your water bill goes down, run off toxins to thebay/ocean diminish, and most delightfully, a natural vitality will return to your garden.","July 8, 2023, 6:00 PM","July 8, 2023, 7:30 PM","1441 Ashby Avenue Berkeley, CA 94702",Berkeley,TRUE,https://www.eventbrite.com/e/water-essentials-for-gardeners-with-james-m-ryder-tickets-651274939877,https://www.eventbrite.com/o/biofuel-oasis-cooperative-9808060167,"Our Bay Area winter ’22-’23 was a doozy! That means plenty of water for the growing season,right?! Well…yes! but not just because of one glorious season. Yearly rainfall here averages23”—it’s ample water, if we use it well. Truth is, many of us don't. But all of us can do! is justas true. This talk is based on that collective potential…Using water more wisely is deeply doable. Many low-tech, no-cost and low-cost means exist, butadopting any single one is what matters most. Your water bill goes down, run off toxins to thebay/ocean diminish, and most delightfully, a natural vitality will return to your garden.Here’s some of what we’ll consider: Building soil structure/life Collecting and directing water Plantings suited to climate Planting diversely Mulching deeply Rain harvesting Greywater re/useThe last thirty minutes will feature a hands-on infiltration and slow-release system,along with your questions/comments. Learn to slow-spread-sink the flow, refine yourwater wise actions, and gather in community!special note: “Water Essentials” will be the first event in a series on water use.For more information about the instructor, go to: https://www.earthartslab.com/To contact the instructor:  Earth.Arts.Lab@gmail.com",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
The Future of Sustainability,"Join industry leaders, investors, and VIPs at our Future of Sustainability panel. Discover innovative solutions for a greener future.","July 12, 2023, 6:00 PM","July 12, 2023, 8:30 PM","The Multiverse, 361 Lytton Avenue #Suite 100 Palo Alto, CA 94301",Palo Alto,TRUE,https://www.eventbrite.com/e/the-future-of-sustainability-tickets-670143466147,https://www.eventbrite.com/o/california-software-professional-association-cspacom-11961006027,"🌿 Sustainability is a global imperative. California Software Professional Association (CSPA) is thrilled to invite you to our highly anticipated panel discussion on the future of sustainability, where industry leaders, renowned experts, and influential investors will converge to share their insights and drive impactful changes.PROGRAM:Food and drinks will be provided.6:00 - 6:30 Check in and networking6:30 - 7:30 Panel discussion7:30 - 8:30 Mingling with panelists and guestsPANELISTS:🎤 Our Esteemed Moderator, Ron Erd, brings his wealth of experience and expertise to guide our discussion towards innovative solutions. Ron is a Growth Executive and 5x CEO with 20 years of P&L leadership. His passion is to make the economy greener.🌟 Our Distinguished Panelists:🔹 Dr. Faramarz Maghsoodlou, an innovative technology executive with career spanning across energy, IT, and communications industries. Currently responsible for the development and growth of Qualcomm's business around IoT & 5G in the energy and utilities sector. His specialties are large scale systems analysis and optimization, digitalization of the energy value chain and renewable energy integration, IoTs and more.🔹 Wade Bitaraf, founder of Energy & Sustainability practice at Plug and Play. Plug and Play is one of the most active early stage investors globally. Wade works closely with entrepreneurs, corporate innovation leaders, and investors with a focus on the energy industry value chain.🔹 Dr. Lukas Hackl:  co-founder and CEO of Aepnus Technology, a startup making the manufacture of battery chemicals more efficient and less carbon intensive. During his PhD at UC Berkeley and the Lawrence Berkeley National Laboratory, Lukas built electrochemical flow systems to selectively capture dissolved ions for the purpose of water desalination and resource recovery. 🌐 This event promises to be a melting pot of ideas, where you'll have the opportunity to network with prominent investors and international VIPs who share a common goal: driving sustainability forward. Join us for an evening of stimulating discussions, food, and drinks.🎟️ Seats are limited! Please register at your earliest. CO-HOSTS Silicon Valley Talk is a platform for like-minded people to meet, learn and share worthwhile ideas and dreams. We focus on a range of topics: AI, Blockchain, Cloud, Data, e-Commerce, Fintech, Gaming, Healthcare, and IoT.California Software Professional Association (CSPA) is a volunteer based, 501(c)(3) non-profit founded in 1988. Our mission is to promote leadership, entrepreneurship, and innovation among our professional members across all segments of the technology community.SPONSOR Gratitude to The Multiverse for providing the venue, food, and drinks The Multiverse is a global investment, innovation, and entrepreneurship platform with Parallel Presence (physical & virtual) in 5 thriving tech ecosystems: Silicon Valley, London, Berlin, Singapore, and Beijing.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
In It Together: #Here2Stay Co-Living Panel,Learn about co-living as a creative and affordable way to stay rooted in the Bay! Hear from a variety of collective living housing providers,"July 14, 2023, 5:30 PM","July 14, 2023, 7:30 PM","977 66th Ave, 977 66th Avenue Oakland, CA 94621",Oakland,TRUE,https://www.eventbrite.com/e/in-it-together-here2stay-co-living-panel-tickets-632906549527,https://www.eventbrite.com/o/east-bay-permanent-real-estate-cooperative-18430217721,"As living in the Bay Area continues to become more and more expensive, many Oaklanders are turning to collective and communal living to secure affordable housing and it comes in many  forms.  Part of the Better Neighborhoods, Same Neighbors Initiative*, join the East Bay Permanent Real Estate Cooperative, HomeMatch, Original BlackPrint and friends representing different styles of collective housing for ""In It Together: a #Here2Stay Co-Living Panel"" on Friday July 14th from 5:30 - 7:30pm!  H﻿ear from our panel of co-living housing providers on the types of co-living options available in the Bay, how to get involved and what some of the benefits and challenges of collective living are.  This hybrid event will be held in-person at the Cypress Mandela Training Center in East Oakland and on Zoom.  Dinner will be provided and attendees will have the chance to ask their own questions, mix and mingle with the providers and meet others who are interested in collective living. If attending in person please be sure to RSVP so we can order enough food!O﻿ur panel will include representatives fromT﻿he East Bay Permanent Real Estate CooperativeH﻿omeMatchP﻿roject SentinelP﻿eople of Color Sustainable Housing NetworkA﻿nd more!R﻿egister today to receive reminders and stay up to date on other housing related events for East Oakland! Spanish Interpretation  available.  For in person guests, masks and a negative COVID rapid test under 48 hrs before the event are required.J﻿oin us on Zoom https://us02web.zoom.us/j/5274973259?pwd=dFFQTk4yR0V0NzIzMFg5dC9sclJ4dz09Passcode: 181399**Funded by a $28.2 million Transformative Climate Communities (TCC) grant from the California Strategic Growth Council, the Better Neighborhoods, Same Neighbors Initiative brings together the City of Oakland, multiple community organizations, residents and business owners to implement five projects across four transformative elements in a five-square-mile area in deep East Oakland.-﻿-------------------------------------------------------------------------------------------------------Ya que vivir en el Área de la Bahía sigue siendo cada vez más caro, muchos habitantes de Oakland están recurriendo a la vida colectiva y comunal para asegurar una vivienda asequible y esto se da en muchas formas. Como parte de la iniciativa “Mejores Vecindarios, Mismos Vecinos” (Better Neighborhoods, Same Neighbors Initiative)*, ¡únete a East Bay Permanent Real Estate Cooperative, HomeMatch, Original BlackPrint y aliados que representan diferentes estilos de vivienda colectiva para ""In It Together: a #Here2Stay Co-Living Panel"" el viernes 14 de julio 2023, de 5:30 a 7:30pm!Escucha a nuestro panel de proveedores de vivienda comunal sobre los tipos de opciones de vivienda comunal disponibles en la Bahía, cómo participar y cuáles son algunos de los beneficios y desafíos de la vida colectiva. Este evento híbrido se llevará a cabo en persona en el Cypress Mandela Training Center en East Oakland y por Zoom. Ofreceremos una cena y los asistentes tendrán la oportunidad de hacer sus propias preguntas, hablar con los proveedores y conocer a otros que estén interesados en la vida colectiva. Si asistes en persona, por favor confirma tu asistencia para pedir suficiente comida para todos.Nuestro panel incluirá representantes deT﻿he East Bay Permanent Real Estate Cooperative (La Cooperativa de Bienes Raíces Permanentes de East Bay)H﻿omeMatchP﻿roject SentinelP﻿eople of Color Sustainable Housing Network¡Y mucho más!¡Inscríbete para recibir recordatorios y estar al día sobre otros eventos relacionados con la vivienda para East Oakland!Habrá interpretación en español. Para quienes vienen en persona, se requieren mascarillas y una prueba rápida de COVID negativa menos de 48 horas antes del evento.Únete por Zoomhttps://us02web.zoom.us/j/5274973259?pwd=dFFQTk4yR0V0NzIzMFg5dC9sclJ4dz09Código de acceso: 181399**Financiada por una subvención de $28.2 millones de dólares de Comunidades Climáticas Transformadoras (Transformative Climate Communities, o TCC, por sus siglas en inglés) del Consejo de Crecimiento Estratégico de California, la iniciativa de “Mejores Vecindarios, Mismos Vecinos” (Better Neighborhoods, Same Neighbors) reúne a la ciudad de Oakland, múltiples organizaciones comunitarias, residentes y propietarios de negocios para poner en marcha cinco proyectos por medio de cuatro elementos transformadores en un área de cinco millas cuadradas en “deep East Oakland”.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
Artist Reception | Things on Things on Things: Variations on Still Life, An Artist's Reception for Things on Things on Things: Variations on Still Life in the Desai Matta Gallery at CIIS," July 29, 1:00 PM"," July 29, 4:00 PM"," California Institute of Integral Studies, 1453 Mission Street San Francisco, CA 94103", San Francisco, TRUE,https://www.eventbrite.com/e/artist-reception-things-on-things-on-things-variations-on-still-life-tickets-669082673287,https://www.eventbrite.com/o/the-arts-at-ciis-58944482173,"You are invited to the Opening Reception for: Things on Things on Things: Variations on Still Life in  the Desai | Matta Gallery on Saturday, July 29th, from 1-4PML﻿ight, objects, symbols representing life and death and knowledge and memory, arranged and precariously balanced.Poetry for the eyes, using metaphor, meter, and balance to explore themes of joy, nostalgia, identity, corporeality, climate, and more. Things on | Things on | Things is an exhibition of works that echo the traditional still life with a contemporary take, once, twice, or thrice removed from tradition. Adjacent; a variation on still life.Exhibiting Artists: Alicia Escott, Imin Yeh, Leila Weefur, Lena Coletto, Michael Hall, Ruth Tabancay, Weston Teruya, and Yvette MolinaW﻿hat: Artist Reception: Things on Things on Things: Variations on Still LifeW﻿hen: Saturday, July 29th, 1:00 - 4:00PMW﻿here: The Desai | Matta Gallery, CIIS, 1453 Mission Street, San Francisco, CA 94103",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
3rd Saturday July 15th Nature Hike at Edgewood Park and Natural Preserve,July's theme is Surviving Paradise: Strategies for survival in a Mediterranean climate. This hike starts at the Clarkia Trailhead.,"July 15, 2023, 9:00 AM","July 15, 2023, 12:00 PM","Clarkia Trailhead on Cañada Road at Edgewood Park and Natural Preserve, 153-173 Cañada Rd, Redwood City, CA 94062",Redwood City,TRUE,https://www.eventbrite.com/e/3rd-saturday-july-15th-nature-hike-at-edgewood-park-and-natural-preserve-tickets-668007056087,https://www.eventbrite.com/o/friends-of-edgewood-natural-preserve-3011937000,"Join Friends of Edgewood docent, Sabra Abraham, to learn about  different strategies plants use to survive in our Mediterranean climate as you hike through Edgewood's woodlands, grasslands, and chaparral habitats. This special botany themed hike starts from the Clarkia Trailhead on Cañada Rd. at Edgewood Park and Natural Preserve. Wear sturdy shoes and bring water. Consider sunscreen, a hat, and snacks. There are no restrooms or water available at this trailhead. Please plan ahead.All participants, including children, must be registered individually and have approved the liability waiver through Eventbrite. Details on where to meet will be emailed to participants before the event. We will still hike in light showers, but heavy rain cancels this hike.Group size is very limited. Please cancel your reservation if you are unable to attend so others may have a chance to join us.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
GOOD FUN DAY,The Good Fun is a creative collective that produces events to support and enrich those around us.,"August 6, 2023, 2:00 PM","August 6, 2023, 9:00 PM","Monarch Gardens, 428 11th St San Francisco, CA 94103",San Francisco,TRUE,https://www.eventbrite.com/e/good-fun-day-good-fun-day-good-fun-day-tickets-669175761717,https://www.eventbrite.com/o/monarch-gardens-57955507473,"GOOD FUN DAYSunday, August 6th, 2023at Monarch Gardens in SOMASunday Fun Days > Sunday ScariesMake your way to Monarch Gardens to relax and ready yourself for the coming of the Outside Lands 2023 chaos. Take your time to stroll through the Gardens, stop at the art + vendors to appreciate what they’ve created, and catch smiles in the sunshine. Grab a cold glass of whatever you like and sway through the day with the sounds of local talent: Sheesh!Recs, Raphael Maartin Live, Doc Pearson with Rebekah Carter, Haus of Bizarre, Nowandformerly, Starfari with Andy Ammo, and Nile (Deep Society)The Good Fun Day is open from 2pm - 9pm to all ages + family friendly fur babies + ADA accessibleIt will include:ArtMusicWorkshopsLive performancesVendorsFood TrucksSilent Raffle to support the Enzyme Cultural Center: QTBIPOC collective arts and events space in San Francisco+ moreMonarch Gardens is located at 428 11th St, San Francisco, CA 94103 The Good Fun is a creative collective that produces events to support and enrich those around us. We incorporate social and environmental aid initiatives into music promotion and event production. In today's social climate, many silently struggle and feel like they need to scream to be seen. We made an inclusive platform focused around mutual aid to bridge communities and build a network of collaboration together. We call these ""parties with a purpose"". more info at linktr.ee/thegoodfun",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
Peak Design: Co-working for Creative Folks SF,Tired of editing alone? Wanna get creative juices flowing? Need an excuse to put on pants and leave your apartment? Come work at our store!,"July 4, 2023, 12:00 PM","July 4, 2023, 5:00 PM","529 Hayes St San Francisco, CA 94102",San Francisco,TRUE,https://www.eventbrite.com/e/peak-design-co-working-for-creative-folks-sf-tickets-525950982547,https://www.eventbrite.com/o/peak-design-11084177896,"Tired of editing alone? Wanna get creative juices flowing? Need an excuse to put on pants and leave your apartment? Come work at the Peak Design SF Store.We're inviting local photographers and creatives to use our store as a coworking space. We've got free wifi, bottomless coffee, a big wooden table with power outlets, a clean bathroom, a friendly and knowledgable staff of pro photographers and creatives, and we're located in Hayes Valley, where food and libations abound.Please RSVP to reserve a spot. We kindly ask that you remove your RSVP if you don't plan to come so that somebody else can nab your space. We're a store in a rad part of town, so we can't always guarantee that we'll have space for you, so please plan accordingly. About The SpaceQuite simply, it's retail space. We have big communal tables that our neato staff, rad customers and you will all use and share. This is not a quiet working space, it's meant to be a place to chat, share, learn, discuss and meet like-minded creative folks.About Us:We're Peak Design, an SF-based product design company. We specialize in carry goods: products that help you carry, organize, and manage your things. We make gear for photographers, creatives, travelers, commuters, and everyone in-between. We're proud members of Climate Neutral, 1% For The Planet, and we are 100% carbon neutral. We are also a certified B-Corp. Neat!Come say hey!",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
Notorious SF: Scandal & Crime Tour," On our Notorious SF: Scandal & Crime tour we visit the sites of old Hollywood scandals, red light districts, opium dens, gang violence, Gold Rush era lynchings and kidnappings – and enjoy cocktails in one or two historic bars. Join our Notorious SF: Scandal & Crime tour and be haunted by these ghastly ghosts from San Francisco's past for weeks."," July 8, 2023, 6:00 PM"," July 8, 2023, 9:00 PM"," Union Square, Powell and Post Street San Francisco, CA 94102", San Francisco, TRUE,https://www.eventbrite.com/e/notorious-sf-scandal-crime-tour-tickets-481078738457,https://www.eventbrite.com/o/real-san-francisco-tours-34616641063,"On our Notorious SF: Scandal & Crime tour we visit the sites of old Hollywood scandals, red light districts, opium dens, gang violence, Gold Rush era lynchings and kidnappings – and enjoy cocktails in one or two historic bars.We start with the Fatty Arbuckle affair at the St Francis, the original sex scandal that changed the public's perception of celebrity forever (and lead to the 'morality clause' in contracts). Then we stroll down Maiden Lane, which is lined with designer boutiques now, but a hundred years ago was the city's main red light district. After that we visit Chinatown, which was the site of opium dens and gambling hellholes in days gone by. Next you'll learn about Gold Rush era SF, as things got so out of hand that public lynchings were held on Portsmouth Square. Then we dive down to Barbary Coast San Francisco, with its brothels and dance halls, often used to Shanghai unwary sailors (which is where the term originated). We end the tour at the oldest continuously operating bar in San Francisco, the Old Ship Saloon, which dates all the way back to the 1850's. Join our Notorious SF: Scandal & Crime tour and be haunted by these ghastly ghosts from San Francisco's past for weeks.Our tours can sell out. If you can't make a booking email info@realsanfranciscotours.com, telling us when you want to go and how many guests are in your party. If we can squeeze you in we’ll let you know.Logistics & Details*Walking distance: 2 miles.*Tour starts 6 pm Saturday, Union Square, opposite St Francis Hotel (meeting point photo).*Tour finishes 9 pm, Old Ship Saloon.*We donate $1 for every guest to Climate Cents, a climate change organization.*We can go into two different bars for cocktails on this tour, each for about 15 minutes. You do have to be over 21 y.o. to order an alcoholic drink – but you don’t have to be over 21 y.o. to do this tour.DisclaimersThis tour is in English. If your English isn’t fluent this may not be the best option for you. We do not offer this tour in any other language at this time.Drinks are not included.This is a walking tour and we move at a reasonable pace. If you have mobility issues please book a private tour.This tour is not recommended for children under 15 y.o.We never cancel tours in advance due to the weather conditions. Be sure to wear warm clothing, nights are usually cool in SF.Aim to get to the meeting point 10-15 minutes early. If you’re late you may miss the tour.Contactless payment for gratuities available, please allow 15-20%.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
Grow Your Own Food in August,"In this workshop, learn how to take advantage of San Francisco's ""second summer"" and about what crops to plant now for the winter months.","August 12, 2023, 10:00 AM","August 12, 2023, 12:00 PM","1590 7th Avenue San Francisco, CA 94122",San Francisco,TRUE,https://www.eventbrite.com/e/grow-your-own-food-in-august-tickets-641676962067,https://www.eventbrite.com/o/garden-for-the-environment-924286027,"In this in-person workshop, learn to take full advantage of the unique gardening climate in San Francisco, where you can grow your own fruits and vegetables year-round! Join us throughout the seasons for our Grow Your Own Food workshop. In August, you'll learn how to take advantage of San Francisco's ""second summer,"" tips for extending your summer harvest, and what crops to plant now in order to harvest vegetables throughout the winter. If you have questions, your instructor Carey has answers!Our expert instructor Carey Craddock is a horticulturalist who has been gardening and teaching others to garden in San Francisco since 1997. Carey will go over everything you need to know about getting a bountiful return on your efforts in your vegetable garden and take you on a full tour of our garden!COVID-19 information: GFE Mask Guidelines: Masks are optional for vaccinated visitors (workshop participants, volunteers, students etc.) and required for unvaccinated individuals. Our staff is fully vaccinated and boosted. Thank you for continuing to keep the garden a safe and open space for everyone!Please cancel your shift and do not come to GFE if you develop COVID19 symptoms on or before the day of your workshop (fever, chills, repeated shaking / shivering, cough, sore throat, shortness of breath, difficulty breathing, feeling unusually weak or fatigued, new loss of taste or smell, muscle pain, headache, runny or congested nose, or diarrhea)GFE will continue to monitor the COVID19 situation in San Francisco and make any necessary changes to the workshop based on current information.No walk-up registration permitted for this course. Full garden workshop scheduleWhat to bring to the workshopDirections to the gardenMore about Carey and our gardening Instructors",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_climate_SF.csv
