web-scraper-order,web-scraper-start-url,event,event-href,organizer_link,organizer_link-href,full_description
"1685651306-11","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","Preserve the Bounty: 3-Part Food Preservation Series","https://www.eventbrite.ca/e/preserve-the-bounty-3-part-food-preservation-series-tickets-462405044937?aff=ebdssbdestsearch","Compost Education Centre","https://www.eventbrite.ca/o/compost-education-centre-3022484318","Join us for a series that explores 3 key ways to preserve food!Whether you are brand new to food preservation or have experimented with some of these methods of food preservation, you'll get the complete accurate and safe run down from PreserveSafe Trained teacher Kayla on how to dehydrate, ferment and hot water bath can your favourite seasonal vegetables and fruits.This series features three 2-hour long workshops between September and October, with samples of dried, fermented and canned goods, demonstrations and hands on activities preparing foods for preservation, and you'll even get to take home some sauerkraut to ferment in your kitchen! T﻿icket cost includes a $15 materials fee. Series Outline:Preserve the Bounty #1: Dehydrating - September 9 (1:00PM-3:00PM Pacific Time)Summary: In this first of a 3 part series, come learn the science and the practicalities behind food dehydration in a solar dryer and in an electric dehydrator. Workshop Description: Come learn the basics of how to preserve the autumn abundance by solar and electric dehydration! We’ll cover food preservation basics, then launch into the science of dehydration. We’ll inspect and experience the Compost Education Centre’s Solar food dehydrators (an Appalachian solar dryer and a portable food dryer in action). You can borrow the food dryer from the CEC for free! Preserving foods is not only a delicious way to taste summer in the dark rainy days of winter, but it is also an act of sustainability and creates more security in the food system.Preserve the Bounty #2: Fermented vegetables - September 16 (1:00PM-3:00PM Pacific Time)Summary: In this second of a 3-part series, come learn the practical steps involved in preserving vegetables using fermentingWorkshop Description: The most delicious food preservation method of all – fermenting! Come learn the basics of fermenting vegetables. We’ll cover the basic science of fermenting, and how by harvesting yeasts and bacteria’s we can make healthy nutritious foods that will support gut health! Together we’ll make a simple sauerkraut for you to take home. Kayla will also do a demo of preparing fermented salsa, and we’ll even get to taste some delicious, prepared ferments.  Bring to this workshop a 500mL wide mouth jar with lid for you to take home your sauerkraut in. Preserve the Bounty #3: Hot Water Bath Canning - October 21 (1:00PM-3:00PM Pacific Time)Summary: In this third of a 3-part series, come learn the safe steps to successfully make home canned goods using the hot water bath method.Workshop Description: Ever wonder what to do with all those tomatoes? How about the epic number of beets your neighbor just gifted you? Or just want to Do-It-Yourself and make your own berry jam to enjoy in the dark days of winter? In this workshop we will talk about the basics of safe produce preservation using the hot water bath method of preservation. You’ll get to taste some yummy home canned goodies, and we’ll make a batch of home canned jam together. You will come away with a knowledge needed to can the season’s abundance safely and have a list of resources to consult for further learning._______________________ Instructor Bio: Kayla Siefried (she/her) is a settler in Lekwungen Territory and grew up in Anishinaabe and Haudenosaunee Territory. Kayla is the steward of the Compost Education Centre demonstration gardens and the curator and main educator of the Adult Education Program. She can be found growing seedlings for plant sales, working with volunteers to keep gardens healthy, flipping hot compost, arranging expert instructors to teach workshops, or out in the community teaching about soil health, organic gardening, and Do-It-Yourself tasks that increase our climate resilience.Kayla holds a Bachelor of Environmental Studies from the University of Waterloo, and she continued on with practical hands-on permaculture training, gardening and farming internships in various places on Turtle Island and beyond. Kayla is passionate about sharing her knowledge with people young and old through formal and informal education. She’s facilitated youth programs for sustainability all across Canada, Guatemala, and Cambodia, and has a zest for travel and adventure.Kayla sees the act of growing food and stewarding the soil as one that can heal on many levels. A keen sustainability activist, Kayla finds meaning in advocating for and living an environmentally sustainable life that involves bicycles, healthy food systems, and a good amount of outdoor dancing!_______________________ You must pre-register for this event.Customers can request a refund within 30 days of ticket purchase.  After 30 days refunds and workshop exchanges are not permitted due to administrative staffing capacity. Please be in touch if you are no longer able to attend but hold a ticket so we can make your space available to someone else.You can also register for the event by calling our office at 250 386 9676 or via email by contacting office@compost.bc.caIf you identify as BIPOC or are someone who experiences significant financial barriers to being involved in our programming, please get in touch about a reduced ticket cost.  The Compost Education Centre is continually in the process of examining the ways in which our program accessibility can be improved for all members of our community. This ticket gesture is by no means a fulsome examination of the systems of oppression that exist for people inside and outside of our community. We welcome your ideas and feedback.  If you are a member and would like to redeem your workshop discounts for this series, please email office@compost.bc.ca.________________________Accessibility info: The Compost Education Centre site has paths made of stone gravel (20%), and wood chips (80%). Mobility devices with wheels (such as wheelchairs, walkers etc.) are sometimes difficult to use on site, especially on the gravel paths. The strawbale learning classroom is accessed via a wooden ramp and has a wide double door and a ramp leading up to it. Once inside everything is flat. There is a single-stall gender neutral washroom on site. The washroom is not wheelchair accessible and has a small step up from the gravel pathway, and another small step up from the washroom boardwalk.________________________The Compost Education Centre is located on unceeded and occupied Indigenous territories, specifically the land of the Lekwungen people— specifically the Esquimalt and Songhees Nations. These nations are two of many, made up of individuals who have lived within the porous boundaries of what is considered Coast Salish, Nuu-Chah-Nulth and Kwakwa'wakw Territory (Vancouver Island) since time immemorial. At the CEC we seek to respect, honour and continually grow our own understandings of Indigenous rights and history, and to fulfill our responsibilities as settlers, who live and work directly with the land and its complex, vital ecologies and our diverse, evolving communities.Compost Education Centre memberships get you free workshops, discounts at garden centres around town and more great perks! Sign up or learn more on our website."
"1685651310-12","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","Building a blue carbon community of practice","https://www.eventbrite.ca/e/building-a-blue-carbon-community-of-practice-tickets-594783121327?aff=ebdssbdestsearch","WWF-Canada","https://www.eventbrite.ca/o/wwf-canada-14702508142","Please join us to celebrate the launch of the first-ever collaborative report on the status of blue carbon across Canada. The report, Coastal Blue Carbon in Canada: State of Knowledge, was authored by over 30 experts from academia, NGOs, government and other sectors. The report covers topics including coastal ecosystems, blue carbon financing, Aboriginal and Indigenous Law, and policy and legislation, among others.  The panel will talk about collaboration across Canada, blue carbon monitoring practices, and community-led research and activities. There’ll also be an opportunity to meet some of the authors and network with a community that’s passionate about Canada’s coastal ecosystems.  The speaker list includes:Megan Leslie, President & CEO, WWF-Canada Kyle Armstrong, Restoration Coordinator, Peninsula Streams & Shorelines Margot Hessing-Lewis, Research Associate, Hakai Institute Katrina Poppe,  PhD candidate, University of British Columbia …and more! Anyone interested in this event can join. You do not need to be registered for the Coastal Zone Conference to attend! There is no admission fee. Tickets will be available until June 1.  Please reach out to Aranya Iyer at aiyer@wwfcanada.org if you are unable to attend the event after securing a ticket so that we can notify other attendees on the waitlist.   Light fare will be provided, and drinks will be available for purchase. Building a blue carbon community of practice is hosted by WWF-Canada, with thanks to Coastal Zone Canada for providing the event space."
"1685651314-13","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","ASTROCOLOR - Summer 2023 Kick Off","https://www.eventbrite.ca/e/astrocolor-summer-2023-kick-off-tickets-641629500107?aff=ebdssbdestsearch","Astrocolor","https://www.eventbrite.ca/o/astrocolor-61717296953","Live performances and DJs at Hermanns Upstairs presented by The Zone 91.319+ only"
"1685651318-14","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","John Vaillant, Fire Weather: A True Story from a Hotter World","https://www.eventbrite.com/e/john-vaillant-fire-weather-a-true-story-from-a-hotter-world-tickets-635723063797?aff=ebdssbdestsearch","Village Books","https://www.eventbrite.com/o/village-books-20182959627","A﻿bout the bookBuilt around a blow-by-blow account of the 2016 wildfire that devastated the Canadian oil hub of Fort McMurray, and caused the largest single-day evacuation in the history of modern fire, Fire Weather traces the braided histories of petroleum, automobiles, wildfires, and climate science, mapping out the journey and drama that brought us into a new “century of fire,” in which hotter, more destructive blazes are impacting forests and human communities across the globe.A﻿bout the authorJOHN VAILLANT’s acclaimed, award-winning nonfiction books, The Golden Spruce and The Tiger, were national best sellers. His debut novel, The Jaguar’s Children, was a finalist for the Rogers Writers’ Trust Fiction Prize and the International Dublin Literary Award. Vaillant has received the Governor General’s Literary Award, British Columbia’s National Award for Canadian Non-Fiction, the Windham-Campbell Literature Prize, and the Pearson Writers’ Trust Prize for Nonfiction. He has written for, among others, The New Yorker, The Atlantic, National Geographic, and The Walrus. He lives in Vancouver.p﻿hoto credit: Ian Hinkle"
"1685651322-15","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","Growing Perennial Vegetables","https://www.eventbrite.ca/e/growing-perennial-vegetables-tickets-465418036877?aff=ebdssbdestsearch","Compost Education Centre","https://www.eventbrite.ca/o/compost-education-centre-3022484318","Learn about the wide variety of perennial vegetables you can grow in the Pacific Northwest. Many people know about asparagus and artichokes, but did you know that there are many different perennial vegetables that do well is our climate? These plants are nutrient dense, long lived, and resilient to a changing climate, and are also delicious! We'll explore how to propagate perennial veg and incorporate them in your edible landscape, as well as your diet. Instructor Bio:  Solara Goldwynn and her husband Tayler Krawczyk own and manage Hatchet & Seed, an edible landscaping & ecological design company based in Victoria, BC. Since 2011, they've been transforming underutilized spaces into thriving edible ecosystems (in urban and rural landscapes). They also practice regenerative agriculture in their own backyard in Vic West, with integrated chicken coop + compost systems, light greywater re-use, edible plant nursery, rain gardens, greenhouses, fruit trees, and no-dig veggie gardens; all on 1/10th of an acre rented city lot.________________________This workshop is happening in person only. Any health and safety protocols will be emailed to you 24 hours in advance. Please dress appropriately for all types of weather, the workshop may be outside or in our unheated strawbale building._______________________Only current members in good standing are eligible to use the free ticket option as a part of their member benefits package.There are a limited number of Pay What You Can tickets available for folks who self-identify as Black, Indigenous, and People of Colour (BIPOC), and people who are facing significant financial barriers to their involvement in our programming. The Compost Education Centre is continually in the process of examining the ways in which our program accessibility can be improved for all members of our community. This ticket gesture is by no means a fulsome examination of the systems of oppression that exist for people inside and outside of our community. We welcome your ideas and feedback.  You must pre-register for this event.Customers can request a refund within 30 days of ticket purchase.  After 30 days refunds and workshop exchanges are not permitted due to administrative staffing capacity. Please be in touch if you are no longer able to attend but hold a ticket so we can make your space available to someone else.You can also register for the event by calling our office at 250 386 9676 or via email by contacting office@compost.bc.ca________________________Accessibility info: The Compost Education Centre site has paths made of stone gravel (20%), and wood chips (80%). Mobility devices with wheels (such as wheelchairs, walkers etc.) are sometimes difficult to use on site, especially on the gravel paths. The strawbale learning classroom is accessed via a wooden ramp and has a wide double door and a ramp leading up to it. Once inside everything is flat. There is a single-stall gender neutral washroom on site. The washroom is not wheelchair accessible and has a small step up from the gravel pathway, and another small step up from the washroom boardwalk.________________________The Compost Education Centre is located on unceeded and occupied Indigenous territories, the land of the Lekwungen people— specifically the Esquimalt and Songhees Nations. These nations are two of many, made up of individuals who have lived within the porous boundaries of what is considered Coast Salish, Nuu-Chah-Nulth and Kwakwa'wakw Territory (Vancouver Island) since time immemorial. At the CEC we seek to respect, honour and continually grow our own understandings of Indigenous rights and history, and to fulfill our responsibilities as settlers, who live and work directly with the land and its complex, vital ecologies and our diverse, evolving communities.Compost Education Centre memberships get you free workshops, discounts at garden centres around town and more great perks! Sign up or learn more on our website."
"1685651326-16","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","Winter Vegetable Growing","https://www.eventbrite.ca/e/winter-vegetable-growing-tickets-465379110447?aff=ebdssbdestsearch","Compost Education Centre","https://www.eventbrite.ca/o/compost-education-centre-3022484318","Here in Victoria good planning makes it possible to harvest produce from our gardens during the dark days of winter! Knowing when to sow seeds is important. But it’s just as crucial to know when and how to transition one crop to another. This presentation will show you how to plan to grow year-round, care for your soil, protect your crops in winter, and we’ll even touch on pests and diseases! 
Note: If you want a deeper look into vegetable gardening, consider taking our 5-part series “Grow the Best Garden”. Link here. If you are already registered for “Grow the Best Garden” the content of “Winter Vegetable Growing” is well covered in the series. 

Instructor Bio: Kayla Siefried (she/her) is a settler in Lekwungen Territory and grew up in Anishinaabe and Haudenosaunee Territory. Kayla is the steward of the Compost Education Centre demonstration gardens and the curator and main educator of the Adult Education Program. She can be found growing seedlings for plant sales, working with volunteers to keep gardens healthy, flipping hot compost, arranging expert instructors to teach workshops, or out in the community teaching about soil health, organic gardening, and Do-It-Yourself tasks that increase our climate resilience.

Kayla holds a Bachelor of Environmental Studies from the University of Waterloo, and she continued on with practical hands-on permaculture training, gardening and farming internships in various places on Turtle Island and beyond.

Kayla is passionate about sharing her knowledge with people young and old through formal and informal education. She’s facilitated youth programs for sustainability across Canada, Guatemala, and Cambodia, and has a zest for travel and adventure.

Kayla sees the act of growing food and stewarding the soil as one that can heal on many levels. A keen sustainability activist, Kayla finds meaning in advocating for and living an environmentally sustainable life that involves bicycles, healthy food systems, and a good amount of outdoor dancing!

_﻿____________________________________________________________________________This workshop is happening in person only. Any health and safety protocols will be emailed to you 24 hours in advance. Please dress appropriately for all types of weather, the workshop may be outside or in our unheated strawbale building._﻿____________________________________________________________________________Only current members in good standing are eligible to use the free ticket option as a part of their member benefits package.
There are a limited number of Pay What You Can tickets available for folks who self-identify as Black, Indigenous, and People of Colour (BIPOC), and people who are facing significant financial barriers to their involvement in our programming. The Compost Education Centre is continually in the process of examining the ways in which our program accessibility can be improved for all members of our community. This ticket gesture is by no means a fulsome examination of the systems of oppression that exist for people inside and outside of our community. We welcome your ideas and feedback.  
You must pre-register for this event.
Customers can request a refund within 30 days of ticket purchase.  After 30 days refunds and workshop exchanges are not permitted due to administrative staffing capacity. Please be in touch if you are no longer able to attend but hold a ticket so we can make your space available to someone else.
You can also register for the event by calling our office at 250 386 9676 or via email by contacting office@compost.bc.ca
_﻿____________________________________________________________________________Accessibility info: The Compost Education Centre site has paths made of stone gravel (20%), and wood chips (80%). Mobility devices with wheels (such as wheelchairs, walkers etc.) are sometimes difficult to use on site, especially on the gravel paths. The strawbale learning classroom is accessed via a wooden ramp and has a wide double door and a ramp leading up to it. Once inside everything is flat. 
There is a single-stall gender neutral washroom on site. The washroom is not wheelchair accessible and has a small step up from the gravel pathway, and another small step up from the washroom boardwalk.
_﻿____________________________________________________________________________The Compost Education Centre is located on unceeded and occupied Indigenous territories, specifically the land of the Lekwungen people— specifically the Esquimalt and Songhees Nations. These nations are two of many, made up of individuals who have lived within the porous boundaries of what is considered Coast Salish, Nuu-Chah-Nulth and Kwakwa'wakw Territory (Vancouver Island) since time immemorial. At the CEC we seek to respect, honour and continually grow our own understandings of Indigenous rights and history, and to fulfill our responsibilities as settlers, who live and work directly with the land and its complex, vital ecologies and our diverse, evolving communities.
Compost Education Centre memberships get you free workshops, discounts at garden centres around town and more great perks! Sign up or learn more on our website."
"1685651330-17","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","Coastal Marine Strategy Open House: Victoria","https://www.eventbrite.com/e/coastal-marine-strategy-open-house-victoria-tickets-645496075137?aff=ebdssbdestsearch","Ministry of Water, Land and Resource Stewardship","https://www.eventbrite.com/o/ministry-of-water-land-and-resource-stewardship-66376706093","The Ministry of Water, Land and Resources Stewardship will be providing an informational overview of the strategy and be available on site to answer community questions. The Coastal Marine Strategy is a vital tool being developed, to build resilience in the face of increasing pressures on marine ecosystems, community well-being, and economic stability. The strategy will lay the groundwork for investments that will improve the health and stewardship of coastal ecosystems, improve livelihoods and jobs, support a thriving and climate-resilient coastal economy, and secure the long-term health of B.C.’s coastal marine environment.Join us for this important conversation and light refreshments at KWENCH in downtown Victoria.You are welcome to drop in at any time in the evening. Doors will open at 5:00 pm, with greetings and presentation beginning at 6pm."
"1685651334-18","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","CZC2023 Workshop: Building Solutions this Ocean Decade w/ Early Career Pros","https://www.eventbrite.com/e/czc2023-workshop-building-solutions-this-ocean-decade-w-early-career-pros-tickets-647323872127?aff=ebdssbdestsearch","ECOP Canada","https://www.eventbrite.com/o/ecop-canada-59431829893","Early Career Ocean Professionals (ECOPs) are the leaders who will see the Ocean Decade through to 2030 and shape the future of Canada's Blue Economy.A﻿re you attending the C﻿oastal Zone Canada 2023 Conference in Victoria, BC - June 11 to June 15, 2023?Join ECOP Canada and the Ocean Startup Project on Tuesday, June 13th (3pm - 4:30pm PT) for a fun networking session and interactive workshop on how you can make an impact during the UN Ocean Decade (2021 - 2030) and brainstorm transformative ocean tech and social solutions that will help solve climate change and ocean challenges. Following the workshop we will use your insights to amplify the voices of early career ocean professionals to our network of partners in the ocean space and invite you to join further networking and workshops to connect you to Canada's ocean tech and innovation professionals. A﻿nyone who is attending the CZC 2023 Conference can attend the workshop but please note that is event is designed to engage early career ocean professionals who are within the first ten years of their career in the ocean space.This is an interactive workshop. By registering in advance you are helping us better plan for how to maximize your experience!L﻿earn more about ECOP Canada, Ocean Startup Project, and Ocean Decade resources:E﻿COP Canada - http://ecopdecade.org/canadaG﻿lobal ECOP Programme: http://ecopdecade.orgO﻿cean Startup Project: https://oceanstartupproject.caU﻿N Ocean Decade: https://oceandecade.orgC﻿oastal Zone Canada 2023 Conference: https://coastalzonecanada.orgF﻿eatured Photos by: Mary Paquet / the Canadian Ocean Literacy Coalition"
"1685651338-19","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","Summer Sample Sale","https://www.eventbrite.ca/e/morning-insights-from-vision-to-action-for-b-corps-b-corp-curious-tickets-640355198637?aff=ebdssbdestsearch","Deb Alcadinho, Business 4 Social Good","https://www.eventbrite.ca/o/deb-alcadinho-business-4-social-good-66221366273","Join us for an impact-driven morning full of networking, vibrant conversations, and a panel from 3 leading impact businesses on the island discussing the path to B Corp and beyond:
Naz Lauriel (50th Parrallel) 
Bridgitte Alomas (Naturepod) 
Rene Gauthier (Ecologyst)

Who is this event for: 
B Corps
B Corp Curious and Businesses working in the world of Impact 
Practitioners and Leaders committed to taking action on climate change 
Co-organized by Ideas for Impact, Business 4 Social Good, ReImagine Work, and 50th Parallel  Public Offices."
"1685651342-20","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","Morning Insights: From Vision to Action for B Corps + B Corp Curious","https://www.eventbrite.ca/e/book-launch-radio-jet-lag-by-gregor-craigie-tickets-634241191477?aff=ebdssbdestsearch","Cormorant Books Inc.","https://www.eventbrite.ca/o/cormorant-books-inc-31280011011","Gregor Craigie will be launching his new novel, Radio Jet Lag, on June 20 at Munro's Books in Victoria, BC!J﻿oin us in-person from 7 to 9 pm PST for  books, conversation, and more!A﻿bout the bookStephen Millburn is barely holding it together. Balancing his parenting duties with a new job as an early-morning radio host is much harder than he anticipated. He needs his job to support his growing family and pay down his crippling mortgage, but if he doesn’t find a way to cope soon, he’ll lose it all.With just the right amount of heart and humanity, Gregor Craigie’s Radio Jet Lag is a satirical tale of an often chaotic medium and the serious stories it seeks to tell. A﻿bout Gregor CraigieGregor Craigie is a friendly public radio journalist, currently hosting CBC Radio One’s On the Island in Victoria, BC. He is generally well-liked and known for being fair, but will occasionally push people on political and social issues – while maintaining his manners, of course. Inspired by his interest in earthquakes, Craigie’s non-fiction book On Borrowed Time was a finalist for the inaugural Writers’ Trust Balsillie Prize for Public Policy. In an effort to stay healthy and as a tiny offering in the fight against climate change, Craigie bikes to work daily."
"1685651347-21","https://www.eventbrite.com/d/wa--seattle/climate/?page=3","Book Launch: Radio Jet Lag by Gregor Craigie","https://www.eventbrite.com/e/summer-sample-sale-tickets-643269766187?aff=ebdssbdestsearch","Prairie Underground","https://www.eventbrite.com/o/prairie-underground-57301078313","June 3rd & 4th 10am - 4pmPrairie Underground Warehouse940 S Harney StSeattle, WA 98108  + Google Map You are invited to our Georgetown warehouse on June 3rd and 4th for our biannual sample sale. We are featuring spring and summer pieces from 2022 back through our archives.Explore sales samples, one-off experiments, past season styles, slightly damaged items, and of course, a variety of iconic hoodies. Two days only.We have pieces in XS-XXL, 50% - 70% off retail plus bargain bin items for $15 - $25.Hope to see you there!"
"1685651356-22","https://www.eventbrite.com/d/wa--seattle/climate/?page=2","Wine Wise : Celebrating the Wine Islands","https://www.eventbrite.ca/e/wine-wise-celebrating-the-wine-islands-tickets-510663497267?aff=ebdssbdestsearch","Vessel Liquor","https://www.eventbrite.ca/o/vessel-liquor-8892482676","The Wine Islands have come a long way since the early forays into viticulture back in the 1920s.  Our growers know the terroir, the climate, what grows well, and have an incredible passion for excellence and stewardship.  Get ready for Canada Day with this premium tasting of Vancouver Island wines that showcases the best of our special region."
"1685651359-23","https://www.eventbrite.com/d/wa--seattle/climate/?page=2","Victoria International Wine Festival 2023","https://www.eventbrite.ca/e/victoria-international-wine-festival-2023-tickets-571064698887?aff=ebdssbdestsearch","Victoria International Wine Festival","https://www.eventbrite.ca/o/victoria-international-wine-festival-12415980711","Please read the bio of each ticket type when purchasing tickets. Not all events are located at the Conference Centre. We will email all ticket holders of events at locations that are different from the Conference CentreVictoria International Wine Festival (#VICWF)Victoria, British Columbia, Canada, is a city surrounded by natural beauty, blessed with a Mediterranean climate, coloured with gardens, and home to a lively food and wine scene. For nine years, the sought-after Victoria International Wine Festival has hosted a collection of the best in international wine each September. The Victoria International Wine Festival is directed at building the knowledge of the average wine consumer, demonstrating new wines, and acknowledging beloved wine standards to veteran consumers"
"1685651363-24","https://www.eventbrite.com/d/wa--seattle/climate/?page=2","Elgar's The Dream of Gerontius with the Victoria Philharmonic Choir","https://www.eventbrite.ca/e/elgars-the-dream-of-gerontius-with-the-victoria-philharmonic-choir-tickets-590271506967?aff=ebdssbdestsearch","Christ Church Cathedral","https://www.eventbrite.ca/o/christ-church-cathedral-21609783969","The Dream of Gerontius is a work of epic proportions, composed in 1900 by Edward Elgar to text from a poem by John Henry Newman. It relates the journey of a devout man's Soul, from his deathbed, through encounters with angels and demons, and to his judgement before God.
UK-based tenor Joshua Ellicott sings the title role, with baritone Nathaniel Watson as the Priest / Angel of the Agony, and mezzo-soprano Sarah Fryer as the Angel.
VPC Music Director Peter Butterfield conducts the performance, which features large choral and orchestral forces.

This event is part of the Re-Connect Festival presented by Climate and the Arts & Creatively United.  
We gratefully acknowledge support from the Gail O'Riordan Climate & the Arts Legacy Fund through the Victoria Foundation, the Victoria Foundation, the Hamber Foundation, and Christ Church Cathedral.

Tickets are $35 / $10 student / free for children under 13."
"1685651368-25","https://www.eventbrite.com/d/wa--seattle/climate/?page=2","2023 Western Washington Forest Owners' Field Day","https://www.eventbrite.com/e/2023-western-washington-forest-owners-field-day-tickets-591798714887?aff=ebdssbdestsearch","Washington State University Extension Forestry","https://www.eventbrite.com/o/washington-state-university-extension-forestry-9004320096","2023 Western Washington Forestry Field DayJune 10, 2023An out-in-the-woods education eventWSU Extension is presenting the 2023 Western Washington Forestry Field Day to help you learn about forest issues, restore healthy forest conditions, and achieve your goals for your property. The Field day will feature different outdoor workshops with a number to choose from that cover a wide variety of topics.Learn about current forest health issues, drought and climate impacts, fire risk reduction, wildlife, and much more in an out-in-the-woods setting with local experts. See the below for more details.The Field Day will also feature exhibits by local agencies that assist owners of forested property.When and WhereSchedule of Events8:00am: Gates open, time to mingle with vendors9:00am - 12:00pm: Field Day workshops rotating every hour12:00pm- 1:00pm: Lunch (not provided)1:00pm- 4:00pm: Field Day workshops rotating every hourLocationThis year's Field Day will be at Pack Forest in Eatonville. The address for the parking lot is 9010 453rd St E, Eatonville, WA 98328 (Field Day location on a map).What to ExpectField Day logisticsWater and restrooms will be available at the Field DayPlease bring your own lunch and snacks!This is an outdoor field day. Please come ready for the elements (comfortable walking shoes, sunscreen, hat, rain jacket, layers).There will be vendor exhibits where you can browse and network with forestry professionals during the Field Day and during the lunch hour.The workshop stations are located in the woods, within a 5-10 minute walk from the registration and exhibit area unless otherwise noted.There will be six workshop sessions. For each workshop session, you will get to pick from the workshops offered for that session time. A schedule showing what workshops are offered at what times (and the station locations) will be provided when you arrive. The sessions will run approximately fifty minutes, followed by ten minutes to walk to your next workshop.Field Day Workshops OfferedThese are just a handful of the different workshops that will be offered throughout the day:Forest Health - Learn about current issues, mortality trends, and what to do.Wildfire Risk Reduction - Wildfire risk is high in Washington, and getting higher - learn to protect your trees and your home.Big leaf Maple Syrup - Learn how to tap your maple trees and process your own syrup!Invasive Forest Pests - Learn how to identify and control aggressive, non-native pests that damage the local ecosystem.Forest Measurements - Practice simple techniques to measure your tree density and see how big those trees really are!Thinning and Pruning - Learn how to choose the right trees to thin out to restore the health of your forest and prune your trees for multiple objectives.UW Research at Pack Forest - Take a walk and learn about some research projects at UW's Pack ForestChainsaw Safety and Maintenance - Learn how to safely and properly use and care for your chainsaw.Wildlife Species and Their Habitats - Learn about the wildlife that call the Puget Sound Basin home, and simple, effective strategies to improve habitat for on your property.Cost and RegistrationCostThe Field Day has an admission price of $20/individual ticket or $30/couple (same household or ownership) for pre-registration. Pre-registration must be received by 5:00 p.m. on May 26th. After that, the price will be $30/ individual or $40/ couple.Registering ahead of time is requiredThis is family-friendly! Youth under 18 may attend free so bring your next generation of forest stewards. Discounts are available for students and active Master Gardeners - call 425-738-0109 for details. To be eligible for a refund, cancellations must be received by 5:00 PM May 26th, and refunds may be subject to a $5 administrative fee.Acknowledgements and AccommodationsThis program is made possible in part by funding support from Washington State University and the Pierce Conservation District. In-kind support is provided by University of Washington Pack Forest.Extension programs and employment are available to all without discrimination. Evidence of noncompliance may be reported through your local Extension office. Reasonable accommodations will be made for persons with disabilities and special needs who contact Grace Garrison at 425-738-0109 or grace.garrison@wsu.edu at least two weeks prior to the event."
"1685651373-26","https://www.eventbrite.com/d/wa--seattle/climate/?page=2","Vashon Forest Stewardship Coached Planning Spring 2023","https://www.eventbrite.com/e/vashon-forest-stewardship-coached-planning-spring-2023-registration-512175499707?aff=ebdssbdestsearch","Washington State University Extension Forestry","https://www.eventbrite.com/o/washington-state-university-extension-forestry-9004320096","Your Land. Your Trees. Your Goals.Natural beauty, wildlife, ecosystem health, harvest income, family ties, privacy, and peace and quiet are some of the many reasons people value their forestland. Whatever your values are, this comprehensive university-based forestry class will help you get the most out of the land you love. Whether you have just a few wooded acres or a larger forest tract, if you have trees on your property, this class is for you.Topics covered include:How do you know if your trees are healthy? What should you do if they aren’t?What types of trees do you have? Does your forest look like a “mess”?Are characteristics of your property attracting or repelling the wildlife you enjoy? What can you do if wildlife cause damage?When should you worry about trees being hazards?How do you know if your trees need to be thinned, and how do you go about it?Are invasive and noxious weeds taking over your underbrush? What are the risks and what can you do about it?What kind of soil do you have and how does that affect what grows?What is the risk of wildfire on your property? Save money, too!As part of this class we will “coach” you in the writing of your own simple forestry plan that may qualify you for property tax reductions or conservation cost-share grants."
"1685651377-27","https://www.eventbrite.com/d/wa--seattle/climate/?page=2","Teaching Ocean Science and Climate Change for grades 3-8","https://www.eventbrite.com/e/teaching-ocean-science-and-climate-change-for-grades-3-8-tickets-634227209657?aff=ebdssbdestsearch","Padilla Bay National Estuarine Research Reserve","https://www.eventbrite.com/o/padilla-bay-national-estuarine-research-reserve-10922768887","This two-day workshop is field-based and on site at Padilla Bay. Explore ocean and climate science activities for your students.Earn 15 STEM clock hour credits.Receive Ocean Sciences Sequence curriculum ($200 value).Lunch and low-cost housing provided.Receive $200 stipend upon implementation with your students. Enjoy learning with colleagues at beautiful Padilla Bay."
"1685651383-28","https://www.eventbrite.com/d/wa--seattle/climate/?page=2","Behind the Scenes Tour: Looking Deeply at Color & Texture","https://www.eventbrite.com/e/behind-the-scenes-tour-looking-deeply-at-color-texture-tickets-623333395967?aff=ebdssbdestsearch","Lakewold Gardens","https://www.eventbrite.com/o/lakewold-gardens-44208467113","J﻿oin us for our August Behind the Scenes Tour at 11:00 am on Sunday August 20th, hosted by Visitor Services Supervisor Erin Happenny. Erin will lead you on a journey through the garden to discover a wide variety of colors & textures that may be entirely unfamiliar to you, or in new & exciting combinations. She'll also share details about the wonderful plant collection we've got for sale so that you may choose to bring a little piece of Lakewold home to your own garden!Our Behind the Scenes Tours are monthly tours hosted by Lakewold staff members where we explore specific topics related to the plant collection, design elements and garden practices. On these casual walks staff might share updates on renovation projects, provide maintenance tips and tricks, and/or discuss how we are adapting the garden to climate change. Bring your questions as there will be plenty of time for conversation.S﻿pace is limited to 12 participants, so register soon if you're interested."
